Longitude,Latitude,UHI Index
-77.265525,39.19258333,1.0272552
-77.26549,39.22773667,0.9861644
-77.26549,39.11964667,0.9930446
-77.26528,39.08385667,1.0046132
-77.26524333,39.19194667,1.031529
-77.26516667,39.191775,1.0311095
-77.265145,39.13792333,0.9440577
-77.265035,39.22877833,0.98758507
-77.26499333,39.08340333,1.0040691
-77.26472833,39.18459667,1.0074012
-77.264365,39.18451333,1.0087885
-77.26435667,39.11912667,0.991029
-77.264225,39.09706833,1.0160934
-77.26405833,39.183335,0.9983434
-77.26394167,39.08248333,0.99942
-77.263905,39.18698333,1.0154598
-77.26382333,39.097005,1.0119284
-77.26371667,39.13784333,0.9532654
-77.26368,39.18646,1.0156022
-77.263615,39.18261667,1.0171249
-77.26347833,39.18606333,1.023546
-77.26340667,39.22594167,0.98097336
-77.263305,39.11859833,0.987821
-77.26306667,39.06969,1.0051885
-77.26294333,39.096725,1.0145895
-77.26285833,39.09668667,1.0145521
-77.26279833,39.081995,1.0009824
-77.26253667,39.22971667,0.978273
-77.26251,39.08190833,1.002604
-77.262455,39.17091333,0.9894635
-77.262445,39.11818,0.98867446
-77.26244333,39.18510167,1.021872
-77.26243167,39.171495,0.9957183
-77.262345,39.11812833,0.9900857
-77.26232667,39.137795,0.972135
-77.26225,39.17070167,0.9865475
-77.261865,39.17277667,0.9956947
-77.261805,39.17291333,0.9948017
-77.26176833,39.23002333,0.9733348
-77.26161833,39.17332667,0.9889372
-77.26154,39.08170833,1.0029399
-77.26152167,39.07062,1.0063746
-77.26147333,39.22430167,0.98610926
-77.26137667,39.22421333,0.9862127
-77.26136667,39.23014833,0.96945196
-77.26133667,39.18152667,1.0394248
-77.261335,39.06813667,1.009692
-77.261215,39.116815,1.004966
-77.26120833,39.08164333,1.0033201
-77.26119833,39.0681,1.0085377
-77.26115167,39.11548333,1.0059772
-77.26113,39.095495,1.014951
-77.26106167,39.174585,0.9737257
-77.261015,39.11512667,1.0041181
-77.26098,39.09525667,1.0140009
-77.26093833,39.09518,1.0127099
-77.26091833,39.16931167,0.98299885
-77.26089833,39.09510833,1.0109533
-77.260815,39.07154167,1.0067067
-77.26063833,39.06794833,1.0068727
-77.26056,39.072185,1.0040473
-77.26051667,39.07231,1.0035807
-77.26042167,39.22301,0.9801476
-77.26028333,39.11446333,0.9943431
-77.26024333,39.18221,1.0167619
-77.260215,39.22255,0.9762522
-77.26021,39.18210167,1.0165508
-77.25997833,39.07377333,0.99978715
-77.25985,39.137725,0.9712216
-77.259795,39.09363,1.0023308
-77.25976333,39.06770833,1.0093884
-77.25972333,39.07455667,1.0001905
-77.25964833,39.23072,0.9745442
-77.25962833,39.06767167,1.0091993
-77.259585,39.09352,1.0068791
-77.25927167,39.09340333,1.002402
-77.25909833,39.16581167,0.96759623
-77.25883333,39.163615,0.9605597
-77.25882667,39.220835,0.9777728
-77.25869,39.22073167,0.983235
-77.258465,39.163025,0.9585115
-77.25829667,39.08138333,1.0025522
-77.25827667,39.22043833,0.98130006
-77.25822833,39.09337667,0.99540144
-77.25804333,39.07701167,1.0031191
-77.2578,39.07735833,1.0020434
-77.25750833,39.21989667,0.98807293
-77.257395,39.07789,1.0025177
-77.25723833,39.114445,0.9936025
-77.25700167,39.080805,1.0102943
-77.25694333,39.23125667,0.98232746
-77.25688333,39.21943667,0.9889239
-77.25681667,39.09430333,1.0018061
-77.25675833,39.16213667,0.9639157
-77.25658667,39.080485,1.0054691
-77.25636333,39.219045,0.9889197
-77.25626167,39.11307167,0.9798544
-77.255935,39.09498833,1.0050634
-77.25590833,39.13759667,0.9914149
-77.25579667,39.07984667,1.0075796
-77.25568167,39.07980167,1.0079976
-77.25559167,39.23096,0.981114
-77.25527333,39.08027667,1.0075988
-77.25523,39.21816333,0.99191475
-77.25521833,39.06576167,1.0098218
-77.25514,39.09661833,1.0032216
-77.25498833,39.11364667,0.9872831
-77.25479667,39.23072667,0.97999173
-77.25468333,39.17540167,0.99327683
-77.25444667,39.06531833,0.999479
-77.25442667,39.15489667,0.9468556
-77.25440833,39.2306,0.9817547
-77.25440833,39.096845,0.99575275
-77.254085,39.08028167,1.005944
-77.25405667,39.15613667,0.93140507
-77.25402833,39.23045333,0.98109543
-77.25391667,39.15630167,0.93159366
-77.25390833,39.15419,0.97025317
-77.25361167,39.15707167,0.9275156
-77.25353667,39.082745,1.0149521
-77.253465,39.09712833,0.99520355
-77.25345,39.19459833,0.98646235
-77.25344,39.08345333,0.9998719
-77.253365,39.08362667,1.0127368
-77.253245,39.08005167,1.0121131
-77.253015,39.11441333,0.98913825
-77.25297833,39.11443333,0.98913825
-77.25293333,39.17486333,1.005581
-77.25286833,39.16175333,0.979401
-77.25286833,39.08070167,1.0061197
-77.25286167,39.064325,1.0045149
-77.25283667,39.10356833,0.9975346
-77.25282,39.11550333,0.99257255
-77.25281333,39.11626833,0.9942329
-77.25280833,39.11597667,0.99581456
-77.2527,39.10091667,1.0022674
-77.25265,39.11751167,1.0022391
-77.25257333,39.22956667,0.9858273
-77.25255,39.117605,1.0046852
-77.25254833,39.08189167,1.0100226
-77.25250833,39.10416833,0.99321985
-77.25245167,39.08185,1.0097349
-77.25242667,39.16178167,0.9792512
-77.25238,39.081005,1.0104388
-77.252365,39.064,1.0049702
-77.25228167,39.16179333,0.9813799
-77.25226,39.21565167,0.9933411
-77.25224,39.06392,1.0042375
-77.25220667,39.174555,1.0044321
-77.25208667,39.1049,0.99553627
-77.252035,39.15935667,0.93917507
-77.25198667,39.21551833,0.99341774
-77.25196833,39.15413833,0.96589607
-77.25189333,39.174425,1.0015202
-77.25185,39.08471333,1.0149626
-77.25184833,39.21545,0.9933929
-77.25178833,39.10567,1.0003197
-77.25152167,39.22893167,0.9869774
-77.251485,39.15987667,0.94768614
-77.251305,39.19462667,0.9869135
-77.251205,39.117265,1.0039471
-77.25112,39.13652167,1.0067629
-77.25110667,39.063175,1.0022824
-77.25070167,39.21488833,0.9928256
-77.25065833,39.08094667,1.0073402
-77.250635,39.11707833,1.0036954
-77.25036833,39.08523833,1.0142442
-77.25034167,39.17405667,0.99890536
-77.25032,39.22817833,0.98619556
-77.25014,39.19452667,0.99229753
-77.25012667,39.10710167,1.0032791
-77.24998833,39.19449333,0.99216264
-77.24991333,39.10687167,1.0004264
-77.24974,39.116805,1.0082239
-77.24961167,39.15392833,0.9796548
-77.249235,39.08550833,1.0106673
-77.24919333,39.194145,0.9948158
-77.24914167,39.08549667,1.0106828
-77.24911167,39.227405,0.9861081
-77.24896833,39.19399333,0.99612975
-77.248825,39.11654167,1.00638
-77.248765,39.061865,0.99812883
-77.24866667,39.21278833,0.9995147
-77.24859333,39.08405833,1.0165185
-77.24857167,39.08132,1.0075623
-77.24851167,39.10604167,1.0022101
-77.24839,39.134755,1.0087935
-77.248335,39.10604,1.0031188
-77.24820667,39.22678167,0.9844299
-77.24811167,39.15262833,0.9697756
-77.24810833,39.226705,0.98405284
-77.24763,39.22627667,0.98549235
-77.24746333,39.22590167,0.981255
-77.24733333,39.13425,1.0123363
-77.24720333,39.06120167,0.9913255
-77.24704,39.08102167,1.0039247
-77.246975,39.20863167,0.99294
-77.24677,39.10672167,0.99953437
-77.246695,39.11584167,1.0032425
-77.24669167,39.20761833,0.99807346
-77.24668833,39.060935,0.98875856
-77.24662667,39.20739167,0.99984425
-77.24656333,39.207165,0.99971753
-77.24642333,39.08087167,1.0073625
-77.24639833,39.084525,1.0018106
-77.24636333,39.15121833,0.9951184
-77.246275,39.13382667,1.0082812
-77.24623167,39.20593,1.0045133
-77.24612333,39.20549667,1.0078856
-77.246065,39.06060167,0.98768497
-77.24606167,39.11618,1.0195653
-77.24601,39.11624,1.0156842
-77.24593833,39.084645,1.004129
-77.24577333,39.10658333,0.99653864
-77.24569833,39.116645,1.0186418
-77.24553,39.10657333,0.99639
-77.24526667,39.11726,1.0096989
-77.24515167,39.11750833,1.0107495
-77.24498333,39.13343333,1.0046749
-77.24497,39.11803833,1.002456
-77.24494,39.059975,0.9877059
-77.244845,39.133405,1.0007569
-77.24476167,39.150635,0.9912189
-77.24472167,39.118595,1.0049511
-77.244645,39.10666833,1.0046669
-77.24462333,39.15071167,0.99098074
-77.244585,39.11894667,0.99825245
-77.24450333,39.05959,0.9873769
-77.24445167,39.13330167,0.9991665
-77.244305,39.10674833,1.0071119
-77.24429667,39.11978167,0.9903099
-77.24406,39.058835,0.98213303
-77.24401333,39.15089833,0.98708916
-77.24398833,39.10679,1.0089729
-77.24398333,39.12045,0.99436927
-77.24392667,39.22276,0.99246144
-77.24387,39.121295,1.0000767
-77.24382333,39.05838,0.9808514
-77.24376333,39.122405,0.9941502
-77.243655,39.12406,1.0049841
-77.24362167,39.12391667,0.99351674
-77.24352667,39.12466,0.9883618
-77.24340667,39.22203,0.99447197
-77.24336667,39.177455,1.0062724
-77.24335167,39.22192,0.9962815
-77.24334333,39.15108333,0.9869636
-77.24330167,39.21951833,0.9994258
-77.243255,39.22170667,0.9971057
-77.24321833,39.22159667,0.996743
-77.24321833,39.08022,1.0045171
-77.24318333,39.22148667,0.99722475
-77.243065,39.12295667,1.0008528
-77.24305333,39.12301833,1.000014
-77.24304667,39.12307833,0.9995952
-77.24304333,39.12554333,0.99076146
-77.242995,39.10659667,1.0105774
-77.24292167,39.10660333,1.0105774
-77.24288833,39.132695,0.99401104
-77.24256,39.179295,0.99600226
-77.24244333,39.05577333,0.994817
-77.242435,39.178015,1.003097
-77.24236833,39.10681167,1.0104128
-77.242255,39.21708167,0.9902361
-77.242135,39.17882,1.0016825
-77.24206167,39.05509,0.99979454
-77.24193333,39.20375,0.978362
-77.24188,39.20342667,0.97857946
-77.24184,39.20336833,0.9792721
-77.24175667,39.20384833,0.9776165
-77.241225,39.126695,1.005034
-77.24109,39.13172833,1.0028399
-77.24104833,39.15258667,0.9696843
-77.24085167,39.15273167,0.9689234
-77.24082833,39.13153833,1.0031623
-77.24067167,39.10789,1.0067693
-77.24065833,39.21629,0.99717283
-77.24055833,39.11214,1.0230316
-77.24045167,39.20424833,0.971935
-77.24037333,39.11252167,1.0094277
-77.24036833,39.13114,1.0002325
-77.24028667,39.11259833,1.001626
-77.24024,39.20431,0.97241956
-77.24021333,39.12705167,1.0003529
-77.24020333,39.10822,1.0150138
-77.24009167,39.11168333,1.024537
-77.24006167,39.130855,0.99964595
-77.23998667,39.11286667,1.0008179
-77.23975667,39.21055,1.0039886
-77.23969167,39.10854167,1.0189021
-77.239665,39.21078333,1.002136
-77.23966333,39.15355833,0.95924217
-77.23958167,39.20148333,0.97921896
-77.23951833,39.20146333,0.97921896
-77.23944667,39.20144167,0.974821
-77.239435,39.15727167,0.9209157
-77.23942333,39.05223833,0.9999697
-77.23936667,39.21226333,0.9972417
-77.23933,39.12746167,1.0044855
-77.23922,39.21612667,1.0029962
-77.23921667,39.19732167,0.98344237
-77.23906667,39.215005,1.004915
-77.23903667,39.19892833,0.96768075
-77.23897833,39.08052333,1.0063161
-77.23896167,39.19917,0.96732426
-77.238935,39.20123333,0.97173655
-77.23866,39.08646,1.0143983
-77.238615,39.15920833,0.9264454
-77.23860833,39.20079833,0.9711131
-77.23857333,39.20610833,0.9774172
-77.23854667,39.20700833,0.9759163
-77.23854333,39.20708667,0.97631377
-77.23853667,39.20724667,0.97565794
-77.23842,39.131005,0.9980804
-77.23841333,39.15925667,0.9272479
-77.23837667,39.12177333,1.024726
-77.238325,39.15453167,0.9314608
-77.23828333,39.15453,0.9314608
-77.23823333,39.11988,1.0189732
-77.238205,39.05153667,0.9984688
-77.23819833,39.10887833,1.020712
-77.238175,39.12069,1.0196102
-77.23815,39.12104833,1.020374
-77.238025,39.11494833,1.0055091
-77.238025,39.17556333,1.0081978
-77.23799333,39.108865,1.0181767
-77.23793333,39.121295,1.0265957
-77.23792833,39.20886667,0.98096395
-77.237875,39.10961167,1.02492
-77.23782833,39.08076,1.0094836
-77.23782333,39.11513,1.0038393
-77.23778667,39.19605333,0.9691092
-77.23777333,39.11539333,1.0014244
-77.23775833,39.11549167,1.0018593
-77.23775833,39.12822,1.0065701
-77.237705,39.15933333,0.9316226
-77.237635,39.155115,0.92606246
-77.23761,39.119775,1.0192511
-77.23759833,39.20914,0.9811959
-77.23755833,39.20992833,0.9818477
-77.23754833,39.11651667,1.0054243
-77.23751333,39.11975333,1.0206453
-77.237455,39.10891833,1.02443
-77.23737,39.20948167,0.9802225
-77.23735,39.08728167,1.0170242
-77.237235,39.08739,1.0199445
-77.23717667,39.08744333,1.0234557
-77.23710167,39.173395,1.0033429
-77.236965,39.173135,1.0020882
-77.23687167,39.19703667,0.9619234
-77.23681333,39.11711167,1.0130032
-77.23673667,39.08789667,1.0177578
-77.23662833,39.11713833,1.0134572
-77.23661,39.11961833,1.0228388
-77.23638333,39.11713833,1.0141518
-77.23602833,39.11724833,1.0194775
-77.23596,39.12328333,1.019805
-77.23595667,39.13147667,0.99412906
-77.23592833,39.11736833,1.0207231
-77.23588167,39.12327667,1.0184397
-77.23587333,39.17646333,0.9889931
-77.235615,39.17074167,0.9866301
-77.23558667,39.19743,0.9556956
-77.23553833,39.11811667,1.0198882
-77.23552667,39.15956,0.9275472
-77.23536833,39.11791833,1.0243318
-77.23536167,39.17656333,0.9887914
-77.23533833,39.08193833,1.005187
-77.23533667,39.13157167,0.995322
-77.23531833,39.11783833,1.0232128
-77.2352,39.13156667,0.99601746
-77.23516667,39.144695,0.9878272
-77.235075,39.12907667,1.0173845
-77.23506333,39.14476167,0.9868558
-77.234995,39.14422833,0.9891068
-77.234835,39.09067333,1.0192969
-77.23477,39.09079,1.0188103
-77.23476333,39.12909167,1.019027
-77.23470333,39.090905,1.018385
-77.23467333,39.144965,0.9889985
-77.23457,39.14310833,0.9858952
-77.23457,39.082185,1.006438
-77.23455333,39.14290833,0.98509914
-77.23451,39.09125333,1.0159448
-77.23445333,39.14136833,0.9839557
-77.23442833,39.12316,1.0194438
-77.234385,39.15982,0.92843676
-77.23432333,39.12909333,1.0189629
-77.234195,39.12909167,1.020105
-77.23414833,39.14090333,0.98702955
-77.23410833,39.16876167,0.9896371
-77.23402833,39.14542333,0.99212146
-77.23397,39.19061167,0.98714435
-77.23394333,39.19072,0.986354
-77.23381667,39.140615,0.98566514
-77.23371667,39.14055,0.9866352
-77.23362667,39.12313833,1.0153522
-77.233585,39.048685,1.0052813
-77.23357333,39.092925,1.0177298
-77.233445,39.14622667,0.9906499
-77.23341833,39.09315333,1.0179546
-77.23329667,39.192895,0.9730844
-77.23327,39.14667,0.9945808
-77.23324833,39.04858167,1.0044948
-77.23323833,39.16006167,0.944416
-77.23320667,39.05027833,1.0094546
-77.23312667,39.04980167,1.0064852
-77.23312333,39.05126333,1.0062833
-77.23307667,39.04883667,1.0053722
-77.23307167,39.048925,1.0045571
-77.23305,39.08269833,1.0069714
-77.232965,39.051635,1.0043334
-77.23281167,39.18697667,0.98621076
-77.232675,39.16043,0.9481368
-77.23251833,39.14978,1.0061697
-77.23250667,39.18506333,0.9866209
-77.23241833,39.17771333,0.9805142
-77.23240833,39.05294333,1.0028625
-77.232385,39.12349667,1.0056753
-77.23230167,39.05317167,1.0066756
-77.23228667,39.18424333,0.9882269
-77.23226,39.12353833,1.0089455
-77.232245,39.184135,0.99092704
-77.23221833,39.19411667,0.97374326
-77.23213167,39.14738333,1.0046687
-77.232055,39.195985,0.9470957
-77.23202667,39.16095333,0.9469244
-77.23200167,39.05486,1.0092661
-77.231975,39.05558333,1.0112394
-77.23196333,39.18332,0.99252164
-77.23192667,39.1832,0.99245185
-77.23178667,39.18147333,0.9894848
-77.23177833,39.18167,0.987695
-77.231755,39.18197833,0.98676085
-77.23168333,39.16124667,0.9428451
-77.23167833,39.19420833,0.972497
-77.23166,39.09542333,1.0244892
-77.23138833,39.17815667,0.97880286
-77.231325,39.15280833,1.004906
-77.23132333,39.05741,1.0121943
-77.23128667,39.19520167,0.9552715
-77.23116667,39.09592833,1.0257303
-77.23111667,39.12390667,1.0021875
-77.231105,39.05793333,1.0116901
-77.23108167,39.12392,1.0021875
-77.230965,39.15341167,1.0066686
-77.23092167,39.16161,0.9463794
-77.23087667,39.05859,1.0093044
-77.23087333,39.19441,0.9656493
-77.23081167,39.16786667,0.98210067
-77.23075833,39.08344333,1.0019096
-77.230525,39.12903833,1.0229737
-77.23051667,39.12849667,1.021648
-77.23045,39.08354833,1.0016801
-77.23039,39.127595,1.0176601
-77.230305,39.124045,0.99769115
-77.23025167,39.06046,1.0079365
-77.230185,39.12917833,1.0226647
-77.230155,39.12752667,1.0136393
-77.23013,39.162085,0.94943583
-77.230065,39.060915,1.0056609
-77.22999667,39.06384667,1.0015652
-77.229985,39.06128,1.0038651
-77.22981667,39.16265,0.95045847
-77.22976833,39.12919167,1.0224278
-77.22932167,39.16350833,0.9435832
-77.22918,39.12384667,1.0002432
-77.229175,39.09731,1.0300039
-77.228995,39.12381333,1.002148
-77.22896333,39.14082333,0.9938171
-77.22894833,39.12750167,1.0042427
-77.228825,39.08408667,1.0007262
-77.22862667,39.12745167,1.0001389
-77.22841,39.14109667,1.002574
-77.22833833,39.16428667,0.94922215
-77.22826833,39.14132167,1.0027273
-77.228205,39.16567,0.95618194
-77.22812,39.14144833,1.0029695
-77.22804167,39.14150667,1.0029821
-77.22786833,39.14161167,1.002883
-77.22784833,39.16525333,0.9578773
-77.22782,39.12387167,1.008689
-77.22781,39.12721667,1.00371
-77.22753667,39.16470667,0.9649394
-77.22752,39.16474167,0.9649394
